row_number,candidate_id,date,player,game,stat,side,line,outcome,category,reason,existing_grading_reason
129,2026-07-13|dearica hamby|los angeles sparks @ atlanta dream|pts|over|15.5||-120.75,2026-07-13,Dearica Hamby,Los Angeles Sparks @ Atlanta Dream,PTS,OVER,15.5,LOSS,graded,final outcome LOSS,
130,2026-07-13|ariel atkins|los angeles sparks @ atlanta dream|reb|over|2.5||-165.5,2026-07-13,Ariel Atkins,Los Angeles Sparks @ Atlanta Dream,REB,OVER,2.5,WIN,graded,final outcome WIN,
131,2026-07-13|valeriane ayayi|phoenix mercury @ minnesota lynx|pts|under|10.5||-127.33,2026-07-13,Valeriane Ayayi,Phoenix Mercury @ Minnesota Lynx,PTS,UNDER,10.5,WIN,graded,final outcome WIN,
132,2026-07-13|allisha gray|los angeles sparks @ atlanta dream|pr|under|25.5||-127.0,2026-07-13,Allisha Gray,Los Angeles Sparks @ Atlanta Dream,PR,UNDER,25.5,WIN,graded,final outcome WIN,
133,2026-07-13|ariel atkins|los angeles sparks @ atlanta dream|reb|under|3.5||-177.5,2026-07-13,Ariel Atkins,Los Angeles Sparks @ Atlanta Dream,REB,UNDER,3.5,WIN,graded,final outcome WIN,
134,2026-07-13|nneka ogwumike|los angeles sparks @ atlanta dream|pts|over|16.5||-115.0,2026-07-13,Nneka Ogwumike,Los Angeles Sparks @ Atlanta Dream,PTS,OVER,16.5,WIN,graded,final outcome WIN,
135,2026-07-13|nneka ogwumike|los angeles sparks @ atlanta dream|pts|over|17.5||-51.75,2026-07-13,Nneka Ogwumike,Los Angeles Sparks @ Atlanta Dream,PTS,OVER,17.5,WIN,graded,final outcome WIN,
136,2026-07-13|nneka ogwumike|los angeles sparks @ atlanta dream|pa|over|19.5||-121.0,2026-07-13,Nneka Ogwumike,Los Angeles Sparks @ Atlanta Dream,PA,OVER,19.5,WIN,graded,final outcome WIN,
137,2026-07-13|nneka ogwumike|los angeles sparks @ atlanta dream|pra|over|28.5||-120.5,2026-07-13,Nneka Ogwumike,Los Angeles Sparks @ Atlanta Dream,PRA,OVER,28.5,WIN,graded,final outcome WIN,
138,2026-07-13|nneka ogwumike|los angeles sparks @ atlanta dream|pa|over|20.5||-112.0,2026-07-13,Nneka Ogwumike,Los Angeles Sparks @ Atlanta Dream,PA,OVER,20.5,WIN,graded,final outcome WIN,
139,2026-07-14|emily engstler|portland fire @ connecticut sun|reb|over|5.5||-144.4,2026-07-14,Emily Engstler,Portland Fire @ Connecticut Sun,REB,OVER,5.5,LOSS,graded,final outcome LOSS,
140,2026-07-14|shakira austin|washington mystics @ toronto tempo|ast|under|3.5||-192.0,2026-07-14,Shakira Austin,Washington Mystics @ Toronto Tempo,AST,UNDER,3.5,WIN,graded,final outcome WIN,
141,2026-07-14|sarah ashlee barker|portland fire @ connecticut sun|reb|over|3.5||-164.0,2026-07-14,Sarah Ashlee Barker,Portland Fire @ Connecticut Sun,REB,OVER,3.5,LOSS,graded,final outcome LOSS,
142,2026-07-14|kiki iriafen|washington mystics @ toronto tempo|pra|under|28.5||-128.0,2026-07-14,Kiki Iriafen,Washington Mystics @ Toronto Tempo,PRA,UNDER,28.5,LOSS,graded,final outcome LOSS,
143,2026-07-14|laura juskaite|washington mystics @ toronto tempo|reb|under|4.5||-163.0,2026-07-14,Laura Juskaite,Washington Mystics @ Toronto Tempo,REB,UNDER,4.5,WIN,graded,final outcome WIN,
144,2026-07-14|georgia amoore|washington mystics @ toronto tempo|3pm|under|1.5||-192.0,2026-07-14,Georgia Amoore,Washington Mystics @ Toronto Tempo,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
145,2026-07-14|sarah ashlee barker|portland fire @ connecticut sun|reb|over|4.5||127.25,2026-07-14,Sarah Ashlee Barker,Portland Fire @ Connecticut Sun,REB,OVER,4.5,LOSS,graded,final outcome LOSS,
146,2026-07-14|kiki iriafen|washington mystics @ toronto tempo|ast|under|2.5||-196.0,2026-07-14,Kiki Iriafen,Washington Mystics @ Toronto Tempo,AST,UNDER,2.5,WIN,graded,final outcome WIN,
147,2026-07-14|carla leite|portland fire @ connecticut sun|reb|over|2.5||52.0,2026-07-14,Carla Leite,Portland Fire @ Connecticut Sun,REB,OVER,2.5,LOSS,graded,final outcome LOSS,
148,2026-07-14|michaela onyenwere|washington mystics @ toronto tempo|3pm|under|1.5||-244.0,2026-07-14,Michaela Onyenwere,Washington Mystics @ Toronto Tempo,3PM,UNDER,1.5,LOSS,graded,final outcome LOSS,
149,2026-07-14|kiki iriafen|washington mystics @ toronto tempo|reb|under|10.5||-113.5,2026-07-14,Kiki Iriafen,Washington Mystics @ Toronto Tempo,REB,UNDER,10.5,LOSS,graded,final outcome LOSS,
150,2026-07-14|sarah ashlee barker|portland fire @ connecticut sun|ast|over|2.5||-123.0,2026-07-14,Sarah Ashlee Barker,Portland Fire @ Connecticut Sun,AST,OVER,2.5,LOSS,graded,final outcome LOSS,
151,2026-07-14|emily engstler|portland fire @ connecticut sun|3pm|over|0.5||-222.0,2026-07-14,Emily Engstler,Portland Fire @ Connecticut Sun,3PM,OVER,0.5,WIN,graded,final outcome WIN,
152,2026-07-14|sarah ashlee barker|portland fire @ connecticut sun|3pm|under|1.5||-205.25,2026-07-14,Sarah Ashlee Barker,Portland Fire @ Connecticut Sun,3PM,UNDER,1.5,WIN,graded,final outcome WIN,
153,2026-07-14|brittney griner|portland fire @ connecticut sun|ast|under|4.5||-195.0,2026-07-14,Brittney Griner,Portland Fire @ Connecticut Sun,AST,UNDER,4.5,WIN,graded,final outcome WIN,
154,2026-07-14|kelsey mitchell|golden state valkyries @ indiana fever|pa|over|23.5||-120.0,2026-07-15,Kelsey Mitchell,Golden State Valkyries @ Indiana Fever,PA,OVER,23.5,WIN,graded,final outcome WIN,
155,2026-07-14|kelsey mitchell|golden state valkyries @ indiana fever|pts|over|21.5||-4.0,2026-07-15,Kelsey Mitchell,Golden State Valkyries @ Indiana Fever,PTS,OVER,21.5,LOSS,graded,final outcome LOSS,
156,2026-07-14|kelsey mitchell|golden state valkyries @ indiana fever|3pm|over|2.5||-114.5,2026-07-15,Kelsey Mitchell,Golden State Valkyries @ Indiana Fever,3PM,OVER,2.5,WIN,graded,final outcome WIN,
157,2026-07-14|kelsey mitchell|golden state valkyries @ indiana fever|pa|over|24.5||-106.0,2026-07-15,Kelsey Mitchell,Golden State Valkyries @ Indiana Fever,PA,OVER,24.5,LOSS,graded,final outcome LOSS,
158,2026-07-14|aliyah boston|golden state valkyries @ indiana fever|pa|over|17.5||-131.0,2026-07-15,Aliyah Boston,Golden State Valkyries @ Indiana Fever,PA,OVER,17.5,LOSS,graded,final outcome LOSS,
159,2026-07-14|kayla mcbride|los angeles sparks @ minnesota lynx|pts|over|17.5||-3.0,2026-07-15,Kayla McBride,Los Angeles Sparks @ Minnesota Lynx,PTS,OVER,17.5,WIN,graded,final outcome WIN,
160,2026-07-14|bridget carleton|portland fire @ connecticut sun|3pm|under|4.5||-178.0,2026-07-14,Bridget Carleton,Portland Fire @ Connecticut Sun,3PM,UNDER,4.5,WIN,graded,final outcome WIN,
161,2026-07-14|brittney griner|portland fire @ connecticut sun|ast|under|3.5||130.0,2026-07-14,Brittney Griner,Portland Fire @ Connecticut Sun,AST,UNDER,3.5,WIN,graded,final outcome WIN,
162,2026-07-14|bridget carleton|portland fire @ connecticut sun|pts|under|17.5||-108.0,2026-07-14,Bridget Carleton,Portland Fire @ Connecticut Sun,PTS,UNDER,17.5,WIN,graded,final outcome WIN,
163,2026-07-14|olivia nelson-ododa|portland fire @ connecticut sun|reb|under|8.5||-122.5,2026-07-14,Olivia Nelson-Ododa,Portland Fire @ Connecticut Sun,REB,UNDER,8.5,WIN,graded,final outcome WIN,
164,2026-07-14|gabby williams|golden state valkyries @ indiana fever|ast|under|2.5||-182.0,2026-07-15,Gabby Williams,Golden State Valkyries @ Indiana Fever,AST,UNDER,2.5,WIN,graded,final outcome WIN,
165,2026-07-14|aliyah boston|golden state valkyries @ indiana fever|pts|over|15.5||-104.5,2026-07-15,Aliyah Boston,Golden State Valkyries @ Indiana Fever,PTS,OVER,15.5,LOSS,graded,final outcome LOSS,
166,2026-07-14|courtney williams|los angeles sparks @ minnesota lynx|pa|under|20.5||-130.0,2026-07-15,Courtney Williams,Los Angeles Sparks @ Minnesota Lynx,PA,UNDER,20.5,LOSS,graded,final outcome LOSS,
167,2026-07-14|bridget carleton|portland fire @ connecticut sun|pts|under|16.5||-115.0,2026-07-14,Bridget Carleton,Portland Fire @ Connecticut Sun,PTS,UNDER,16.5,WIN,graded,final outcome WIN,
168,2026-07-14|aaliyah edwards|portland fire @ connecticut sun|pr|under|13.5||-105.0,2026-07-14,Aaliyah Edwards,Portland Fire @ Connecticut Sun,PR,UNDER,13.5,WIN,graded,final outcome WIN,
169,2026-07-14|kelsey mitchell|golden state valkyries @ indiana fever|ast|over|2.5||-124.5,2026-07-15,Kelsey Mitchell,Golden State Valkyries @ Indiana Fever,AST,OVER,2.5,WIN,graded,final outcome WIN,
170,2026-07-14|bridget carleton|portland fire @ connecticut sun|pa|under|18.5||-120.0,2026-07-14,Bridget Carleton,Portland Fire @ Connecticut Sun,PA,UNDER,18.5,WIN,graded,final outcome WIN,
